strain	date	country	continent
PQ065107.1	2024-02-06	Brazil	South America
PQ065108.1	2024-02-06	Brazil	South America
PQ065109.1	2024-02-06	Brazil	South America
PQ065110.1	2024-02-06	Brazil	South America
PQ065111.1	2024-02-06	Brazil	South America
PQ065112.1	2024-02-06	Brazil	South America
PQ065113.1	2024-02-06	Brazil	South America
PQ065114.1	2024-02-06	Brazil	South America
PQ065115.1	2024-02-06	Brazil	South America
PQ065116.1	2024-02-06	Brazil	South America
PQ065117.1	2024-02-06	Brazil	South America
PQ065118.1	2024-02-06	Brazil	South America
PQ065119.1	2024-02-06	Brazil	South America
PQ065120.1	2024-02-06	Brazil	South America
PQ065121.1	2024-02-06	Brazil	South America
PQ065122.1	2024-02-06	Brazil	South America
PQ065123.1	2024-01-26	Brazil	South America
PQ065124.1	2024-01-26	Brazil	South America
PQ065125.1	2024-01-26	Brazil	South America
PQ065126.1	2024-01-31	Brazil	South America
PQ065127.1	2024-01-31	Brazil	South America
PQ065128.1	2024-01-31	Brazil	South America
PQ065129.1	2024-01-30	Brazil	South America
PQ065130.1	2024-01-30	Brazil	South America
PQ065131.1	2024-01-30	Brazil	South America
PQ065132.1	2024-01-31	Brazil	South America
PQ065133.1	2024-01-31	Brazil	South America
PQ065134.1	2024-01-31	Brazil	South America
PQ065135.1	2024-02-01	Brazil	South America
PQ065136.1	2024-02-01	Brazil	South America
PQ065137.1	2024-02-01	Brazil	South America
PQ065138.1	2024-02-04	Brazil	South America
PQ065139.1	2024-02-04	Brazil	South America
PQ065140.1	2024-02-04	Brazil	South America
PQ065141.1	2024-02-04	Brazil	South America
PQ065142.1	2024-02-04	Brazil	South America
PQ065143.1	2024-02-04	Brazil	South America
PQ065144.1	2024-02-25	Brazil	South America
PQ065145.1	2024-02-25	Brazil	South America
PQ065146.1	2024-02-25	Brazil	South America
PQ065147.1	2024-02-22	Brazil	South America
PQ065148.1	2024-02-22	Brazil	South America
PQ065149.1	2024-02-22	Brazil	South America
PQ065150.1	2023-12-28	Brazil	South America
PQ065151.1	2023-12-28	Brazil	South America
PQ065152.1	2023-12-28	Brazil	South America
PQ065153.1	2024-01-29	Brazil	South America
PQ065154.1	2024-01-29	Brazil	South America
PQ065155.1	2024-01-29	Brazil	South America
PQ065156.1	2023-12-28	Brazil	South America
PQ065157.1	2023-12-28	Brazil	South America
PQ065158.1	2023-12-28	Brazil	South America
PQ065159.1	2024-01-30	Brazil	South America
PQ065160.1	2024-01-30	Brazil	South America
PQ065161.1	2024-01-30	Brazil	South America
PQ065162.1	2024-01-30	Brazil	South America
PQ065163.1	2024-01-30	Brazil	South America
PQ065164.1	2024-01-30	Brazil	South America
PQ065165.1	2024-01-30	Brazil	South America
PQ065166.1	2024-01-30	Brazil	South America
PQ065167.1	2024-01-30	Brazil	South America
PQ065168.1	2024-01-31	Brazil	South America
PQ065169.1	2024-01-31	Brazil	South America
PQ065170.1	2024-01-31	Brazil	South America
PQ065171.1	2024-02-02	Brazil	South America
PQ065172.1	2024-02-02	Brazil	South America
PQ065173.1	2024-02-02	Brazil	South America
PQ065174.1	2024-02-02	Brazil	South America
PQ065175.1	2024-02-02	Brazil	South America
PQ065176.1	2024-02-02	Brazil	South America
PQ065177.1	2024-02-02	Brazil	South America
PQ065178.1	2024-02-02	Brazil	South America
PQ065179.1	2024-02-02	Brazil	South America
PQ065180.1	2024-02-02	Brazil	South America
PQ065181.1	2024-02-02	Brazil	South America
PQ065182.1	2024-02-02	Brazil	South America
PQ065183.1	2024-01-30	Brazil	South America
PQ065184.1	2024-01-30	Brazil	South America
PQ065185.1	2024-01-30	Brazil	South America
PQ065186.1	2024-01-29	Brazil	South America
PQ065187.1	2024-01-29	Brazil	South America
PQ065188.1	2024-01-29	Brazil	South America
PQ065189.1	2024-01-31	Brazil	South America
PQ065190.1	2024-01-31	Brazil	South America
PQ065191.1	2024-01-31	Brazil	South America
PQ065192.1	2024-01-25	Brazil	South America
PQ065193.1	2024-01-25	Brazil	South America
PQ065194.1	2024-01-25	Brazil	South America
PQ065195.1	2024-01-25	Brazil	South America
PQ065196.1	2024-01-25	Brazil	South America
PQ065197.1	2024-01-25	Brazil	South America
PQ065198.1	2024-01-24	Brazil	South America
PQ065199.1	2024-01-24	Brazil	South America
PQ065200.1	2024-01-24	Brazil	South America
PQ065201.1	2024-01-24	Brazil	South America
PQ065202.1	2024-01-24	Brazil	South America
PQ065203.1	2024-01-24	Brazil	South America
PQ065204.1	2024-01-23	Brazil	South America
PQ065205.1	2024-01-23	Brazil	South America
PQ065206.1	2024-01-23	Brazil	South America
PQ065207.1	2024-01-23	Brazil	South America
PQ065208.1	2024-01-23	Brazil	South America
PQ065209.1	2024-01-23	Brazil	South America
PQ065210.1	2024-01-31	Brazil	South America
PQ065211.1	2024-01-31	Brazil	South America
PQ065212.1	2024-01-31	Brazil	South America
PQ065213.1	2024-01-31	Brazil	South America
PQ065214.1	2024-01-31	Brazil	South America
PQ065215.1	2024-01-31	Brazil	South America
PQ065216.1	2024-02-07	Brazil	South America
PQ065217.1	2024-02-07	Brazil	South America
PQ065218.1	2024-02-07	Brazil	South America
PQ065219.1	2023-12-29	Brazil	South America
PQ065220.1	2023-12-29	Brazil	South America
PQ065221.1	2023-12-29	Brazil	South America
PQ065222.1	2023-12-25	Brazil	South America
PQ065223.1	2023-12-25	Brazil	South America
PQ065224.1	2023-12-25	Brazil	South America
PQ065225.1	2023-12-27	Brazil	South America
PQ065226.1	2023-12-27	Brazil	South America
PQ065227.1	2023-12-27	Brazil	South America
PQ065228.1	2023-12-28	Brazil	South America
PQ065229.1	2023-12-28	Brazil	South America
PQ065230.1	2023-12-28	Brazil	South America
PQ065231.1	2023-12-13	Brazil	South America
PQ065232.1	2023-12-13	Brazil	South America
PQ065233.1	2023-12-13	Brazil	South America
PQ065234.1	2023-12-13	Brazil	South America
PQ065235.1	2023-12-13	Brazil	South America
PQ065236.1	2023-12-13	Brazil	South America
PQ065237.1	2023-12-13	Brazil	South America
PQ065238.1	2023-12-13	Brazil	South America
PQ065239.1	2023-12-13	Brazil	South America
PQ065240.1	2023-12-13	Brazil	South America
PQ065241.1	2023-12-13	Brazil	South America
PQ065242.1	2023-12-13	Brazil	South America
PQ065243.1	2023-12-13	Brazil	South America
PQ065244.1	2023-12-13	Brazil	South America
PQ065245.1	2023-12-13	Brazil	South America
PQ065246.1	2023-12-14	Brazil	South America
PQ065247.1	2023-12-14	Brazil	South America
PQ065248.1	2023-12-14	Brazil	South America
PQ065249.1	2023-12-15	Brazil	South America
PQ065250.1	2023-12-15	Brazil	South America
PQ065251.1	2023-12-15	Brazil	South America
PQ065252.1	2023-12-15	Brazil	South America
PQ065253.1	2023-12-15	Brazil	South America
PQ065254.1	2023-12-15	Brazil	South America
PQ065255.1	2023-12-15	Brazil	South America
PQ065256.1	2023-12-15	Brazil	South America
PQ065257.1	2023-12-15	Brazil	South America
PQ065258.1	2023-12-15	Brazil	South America
PQ065259.1	2023-12-15	Brazil	South America
PQ065260.1	2023-12-15	Brazil	South America
PQ065261.1	2023-12-15	Brazil	South America
PQ065262.1	2023-12-15	Brazil	South America
PQ065263.1	2023-12-15	Brazil	South America
PQ065264.1	2023-12-17	Brazil	South America
PQ065265.1	2023-12-17	Brazil	South America
PQ065266.1	2023-12-17	Brazil	South America
PQ065267.1	2023-12-17	Brazil	South America
PQ065268.1	2023-12-17	Brazil	South America
PQ065269.1	2023-12-17	Brazil	South America
PQ065270.1	2023-12-18	Brazil	South America
PQ065271.1	2023-12-18	Brazil	South America
PQ065272.1	2023-12-18	Brazil	South America
PQ065273.1	2023-12-18	Brazil	South America
PQ065274.1	2023-12-18	Brazil	South America
PQ065275.1	2023-12-18	Brazil	South America
PQ065276.1	2023-12-18	Brazil	South America
PQ065277.1	2023-12-18	Brazil	South America
PQ065278.1	2023-12-18	Brazil	South America
PQ065279.1	2023-12-18	Brazil	South America
PQ065280.1	2023-12-18	Brazil	South America
PQ065281.1	2023-12-18	Brazil	South America
PQ065282.1	2023-12-18	Brazil	South America
PQ065283.1	2023-12-18	Brazil	South America
PQ065284.1	2023-12-18	Brazil	South America
PQ065285.1	2023-12-19	Brazil	South America
PQ065286.1	2023-12-19	Brazil	South America
PQ065287.1	2023-12-19	Brazil	South America
PQ065288.1	2023-12-19	Brazil	South America
PQ065289.1	2023-12-19	Brazil	South America
PQ065290.1	2023-12-19	Brazil	South America
PQ065291.1	2023-12-20	Brazil	South America
PQ065292.1	2023-12-20	Brazil	South America
PQ065293.1	2023-12-20	Brazil	South America
PQ065294.1	2023-12-23	Brazil	South America
PQ065295.1	2023-12-23	Brazil	South America
PQ065296.1	2023-12-23	Brazil	South America
PQ065297.1	2023-12-23	Brazil	South America
PQ065298.1	2023-12-23	Brazil	South America
PQ065299.1	2023-12-23	Brazil	South America
PQ065300.1	2023-12-22	Brazil	South America
PQ065301.1	2023-12-22	Brazil	South America
PQ065302.1	2023-12-22	Brazil	South America
PQ065303.1	2023-12-22	Brazil	South America
PQ065304.1	2023-12-22	Brazil	South America
PQ065305.1	2023-12-22	Brazil	South America
PQ065306.1	2023-12-22	Brazil	South America
PQ065307.1	2023-12-22	Brazil	South America
PQ065308.1	2023-12-22	Brazil	South America
PQ065309.1	2023-12-22	Brazil	South America
PQ065310.1	2023-12-22	Brazil	South America
PQ065311.1	2023-12-22	Brazil	South America
PQ065312.1	2023-12-23	Brazil	South America
PQ065313.1	2023-12-23	Brazil	South America
PQ065314.1	2023-12-23	Brazil	South America
PQ065315.1	2023-12-22	Brazil	South America
PQ065316.1	2023-12-22	Brazil	South America
PQ065317.1	2023-12-22	Brazil	South America
PQ065318.1	2023-12-23	Brazil	South America
PQ065319.1	2023-12-23	Brazil	South America
PQ065320.1	2023-12-23	Brazil	South America
PQ065321.1	2023-12-22	Brazil	South America
PQ065322.1	2023-12-22	Brazil	South America
PQ065323.1	2023-12-22	Brazil	South America
PQ065324.1	2023-12-24	Brazil	South America
PQ065325.1	2023-12-24	Brazil	South America
PQ065326.1	2023-12-24	Brazil	South America
PQ065327.1	2023-12-22	Brazil	South America
PQ065328.1	2023-12-22	Brazil	South America
PQ065329.1	2023-12-22	Brazil	South America
PQ065330.1	2023-12-22	Brazil	South America
PQ065331.1	2023-12-22	Brazil	South America
PQ065332.1	2023-12-22	Brazil	South America
PQ065333.1	2023-12-24	Brazil	South America
PQ065334.1	2023-12-24	Brazil	South America
PQ065335.1	2023-12-24	Brazil	South America
PQ065336.1	2023-12-22	Brazil	South America
PQ065337.1	2023-12-22	Brazil	South America
PQ065338.1	2023-12-22	Brazil	South America
PQ065339.1	2023-12-22	Brazil	South America
PQ065340.1	2023-12-22	Brazil	South America
PQ065341.1	2023-12-22	Brazil	South America
PQ065342.1	2023-12-22	Brazil	South America
PQ065343.1	2023-12-22	Brazil	South America
PQ065344.1	2023-12-22	Brazil	South America
PQ065345.1	2023-12-25	Brazil	South America
PQ065346.1	2023-12-25	Brazil	South America
PQ065347.1	2023-12-25	Brazil	South America
PQ065348.1	2023-12-24	Brazil	South America
PQ065349.1	2023-12-24	Brazil	South America
PQ065350.1	2023-12-24	Brazil	South America
PQ065351.1	2023-12-23	Brazil	South America
PQ065352.1	2023-12-23	Brazil	South America
PQ065353.1	2023-12-23	Brazil	South America
PQ065354.1	2023-12-24	Brazil	South America
PQ065355.1	2023-12-24	Brazil	South America
PQ065356.1	2023-12-24	Brazil	South America
PQ065357.1	2023-12-24	Brazil	South America
PQ065358.1	2023-12-24	Brazil	South America
PQ065359.1	2023-12-24	Brazil	South America
PQ065360.1	2023-12-24	Brazil	South America
PQ065361.1	2023-12-24	Brazil	South America
PQ065362.1	2023-12-24	Brazil	South America
PQ065363.1	2023-12-24	Brazil	South America
PQ065364.1	2023-12-24	Brazil	South America
PQ065365.1	2023-12-24	Brazil	South America
PQ065366.1	2023-12-24	Brazil	South America
PQ065367.1	2023-12-24	Brazil	South America
PQ065368.1	2023-12-24	Brazil	South America
PQ065369.1	2023-12-22	Brazil	South America
PQ065370.1	2023-12-22	Brazil	South America
PQ065371.1	2023-12-22	Brazil	South America
PQ065372.1	2023-12-24	Brazil	South America
PQ065373.1	2023-12-24	Brazil	South America
PQ065374.1	2023-12-24	Brazil	South America
PQ065375.1	2023-12-24	Brazil	South America
PQ065376.1	2023-12-24	Brazil	South America
PQ065377.1	2023-12-24	Brazil	South America
PQ065378.1	2023-12-22	Brazil	South America
PQ065379.1	2023-12-22	Brazil	South America
PQ065380.1	2023-12-22	Brazil	South America
PQ065381.1	2023-12-22	Brazil	South America
PQ065382.1	2023-12-22	Brazil	South America
PQ065383.1	2023-12-22	Brazil	South America
PQ065384.1	2023-12-22	Brazil	South America
PQ065385.1	2023-12-22	Brazil	South America
PQ065386.1	2023-12-22	Brazil	South America
PQ065387.1	2023-12-25	Brazil	South America
PQ065388.1	2023-12-25	Brazil	South America
PQ065389.1	2023-12-25	Brazil	South America
PQ065390.1	2023-12-25	Brazil	South America
PQ065391.1	2023-12-25	Brazil	South America
PQ065392.1	2023-12-25	Brazil	South America
PQ065393.1	2023-12-25	Brazil	South America
PQ065394.1	2023-12-25	Brazil	South America
PQ065395.1	2023-12-25	Brazil	South America
PQ065396.1	2023-12-25	Brazil	South America
PQ065397.1	2023-12-25	Brazil	South America
PQ065398.1	2023-12-25	Brazil	South America
PQ065399.1	2023-12-25	Brazil	South America
PQ065400.1	2023-12-25	Brazil	South America
PQ065401.1	2023-12-25	Brazil	South America
PQ065402.1	2023-12-25	Brazil	South America
PQ065403.1	2023-12-25	Brazil	South America
PQ065404.1	2023-12-25	Brazil	South America
PQ065405.1	2023-12-25	Brazil	South America
PQ065406.1	2023-12-25	Brazil	South America
PQ065407.1	2023-12-25	Brazil	South America
PQ065408.1	2023-12-25	Brazil	South America
PQ065409.1	2023-12-25	Brazil	South America
PQ065410.1	2023-12-25	Brazil	South America
PQ065411.1	2023-12-25	Brazil	South America
PQ065412.1	2023-12-25	Brazil	South America
PQ065413.1	2023-12-25	Brazil	South America
PQ065414.1	2023-12-25	Brazil	South America
PQ065415.1	2023-12-25	Brazil	South America
PQ065416.1	2023-12-25	Brazil	South America
PQ065417.1	2023-12-27	Brazil	South America
PQ065418.1	2023-12-27	Brazil	South America
PQ065419.1	2023-12-27	Brazil	South America
PQ065420.1	2023-12-26	Brazil	South America
PQ065421.1	2023-12-26	Brazil	South America
PQ065422.1	2023-12-26	Brazil	South America
PQ065423.1	2023-12-26	Brazil	South America
PQ065424.1	2023-12-26	Brazil	South America
PQ065425.1	2023-12-26	Brazil	South America
PQ065426.1	2023-12-26	Brazil	South America
PQ065427.1	2023-12-26	Brazil	South America
PQ065428.1	2023-12-26	Brazil	South America
PQ065429.1	2023-12-26	Brazil	South America
PQ065430.1	2023-12-26	Brazil	South America
PQ065431.1	2023-12-26	Brazil	South America
PQ065432.1	2023-12-24	Brazil	South America
PQ065433.1	2023-12-24	Brazil	South America
PQ065434.1	2023-12-24	Brazil	South America
PQ065435.1	2023-12-27	Brazil	South America
PQ065436.1	2023-12-27	Brazil	South America
PQ065437.1	2023-12-27	Brazil	South America
PQ065438.1	2023-12-27	Brazil	South America
PQ065439.1	2023-12-27	Brazil	South America
PQ065440.1	2023-12-27	Brazil	South America
PQ065441.1	2023-12-27	Brazil	South America
PQ065442.1	2023-12-27	Brazil	South America
PQ065443.1	2023-12-27	Brazil	South America
PQ065444.1	2023-12-27	Brazil	South America
PQ065445.1	2023-12-27	Brazil	South America
PQ065446.1	2023-12-27	Brazil	South America
PQ065447.1	2023-12-27	Brazil	South America
PQ065448.1	2023-12-27	Brazil	South America
PQ065449.1	2023-12-27	Brazil	South America
PQ065450.1	2023-12-27	Brazil	South America
PQ065451.1	2023-12-27	Brazil	South America
PQ065452.1	2023-12-27	Brazil	South America
PQ065453.1	2023-12-28	Brazil	South America
PQ065454.1	2023-12-28	Brazil	South America
PQ065455.1	2023-12-28	Brazil	South America
PQ065456.1	2023-12-26	Brazil	South America
PQ065457.1	2023-12-26	Brazil	South America
PQ065458.1	2023-12-26	Brazil	South America
PQ065459.1	2023-12-28	Brazil	South America
PQ065460.1	2023-12-28	Brazil	South America
PQ065461.1	2023-12-28	Brazil	South America
PQ065462.1	2023-12-28	Brazil	South America
PQ065463.1	2023-12-28	Brazil	South America
PQ065464.1	2023-12-28	Brazil	South America
PQ065465.1	2023-12-14	Brazil	South America
PQ065466.1	2023-12-14	Brazil	South America
PQ065467.1	2023-12-14	Brazil	South America
PQ065468.1	2023-12-28	Brazil	South America
PQ065469.1	2023-12-28	Brazil	South America
PQ065470.1	2023-12-28	Brazil	South America
PQ065471.1	2023-12-29	Brazil	South America
PQ065472.1	2023-12-29	Brazil	South America
PQ065473.1	2023-12-29	Brazil	South America
PQ065474.1	2023-12-29	Brazil	South America
PQ065475.1	2023-12-29	Brazil	South America
PQ065476.1	2023-12-29	Brazil	South America
PQ065477.1	2023-12-29	Brazil	South America
PQ065478.1	2023-12-29	Brazil	South America
PQ065479.1	2023-12-29	Brazil	South America
PQ065480.1	2023-12-21	Brazil	South America
PQ065481.1	2023-12-21	Brazil	South America
PQ065482.1	2023-12-21	Brazil	South America
PQ065483.1	2023-12-13	Brazil	South America
PQ065484.1	2023-12-13	Brazil	South America
PQ065485.1	2023-12-13	Brazil	South America
PQ065486.1	2023-12-04	Brazil	South America
PQ065487.1	2023-12-04	Brazil	South America
PQ065488.1	2023-12-04	Brazil	South America
PQ065489.1	2023-12-12	Brazil	South America
PQ065490.1	2023-12-12	Brazil	South America
PQ065491.1	2023-12-12	Brazil	South America
PQ066768.1	2024-04-12	Brazil	South America
PQ066769.1	2024-04-12	Brazil	South America
PQ066770.1	2024-04-17	Brazil	South America
PQ066771.1	2024-04-24	Brazil	South America
PQ066772.1	2024-04-30	Brazil	South America
PQ066773.1	2024-05-16	Brazil	South America
PQ066774.1	2024-04-12	Brazil	South America
PQ066775.1	2024-04-12	Brazil	South America
PQ066776.1	2024-04-17	Brazil	South America
PQ066777.1	2024-04-24	Brazil	South America
PQ066778.1	2024-04-30	Brazil	South America
PQ066779.1	2024-05-16	Brazil	South America
PQ066780.1	2024-04-12	Brazil	South America
PQ066781.1	2024-04-12	Brazil	South America
PQ066782.1	2024-04-17	Brazil	South America
PQ066783.1	2024-04-24	Brazil	South America
PQ066784.1	2024-04-30	Brazil	South America
PQ066785.1	2024-05-16	Brazil	South America
PQ073181.1	2024-05-23	Brazil	South America
PQ073182.1	2024-05-23	Brazil	South America
PQ073183.1	2024-05-23	Brazil	South America
PQ073184.1	2024-05-20	Brazil	South America
PQ073185.1	2024-05-20	Brazil	South America
PQ073186.1	2024-05-20	Brazil	South America
PQ118421.1	2024-06-14	Italy	Europe
PQ146147.1	2024	Colombia	South America
PQ146148.1	2024	Colombia	South America
PQ146149.1	2024	Colombia	South America
PQ146150.1	2024	Colombia	South America
PQ146151.1	2024	Colombia	South America
PQ146152.1	2024	Colombia	South America
PQ146153.1	2024	Colombia	South America
PQ146154.1	2024	Colombia	South America
PQ146155.1	2024	Colombia	South America
PQ146156.1	2024	Colombia	South America
PQ146157.1	2024	Colombia	South America
PQ146158.1	2024	Colombia	South America
PQ146159.1	2024	Colombia	South America
PQ146160.1	2024	Colombia	South America
PQ146161.1	2024	Colombia	South America
PQ146162.1	2024	Colombia	South America
PQ146163.1	2024	Colombia	South America
PQ146164.1	2024	Colombia	South America
PQ146165.1	2024	Colombia	South America
PQ146166.1	2024	Colombia	South America
PQ146167.1	2024	Colombia	South America
PQ146168.1	2024	Colombia	South America
PQ146169.1	2024	Colombia	South America
PQ146170.1	2024	Colombia	South America
PQ146171.1	2024	Colombia	South America
PQ146172.1	2024	Colombia	South America
PQ146173.1	2024	Colombia	South America
PQ146174.1	2024	Colombia	South America
PQ146175.1	2024	Colombia	South America
PQ146176.1	2024	Colombia	South America
PQ146177.1	2024	Colombia	South America
PQ146178.1	2024	Colombia	South America
PQ146179.1	2024	Colombia	South America
PQ146180.1	2024	Colombia	South America
PQ146181.1	2024	Colombia	South America
PQ146445.1	2024	Colombia	South America
PQ146446.1	2024	Colombia	South America
PQ146447.1	2024	Colombia	South America
PQ146448.1	2024	Colombia	South America
PQ146449.1	2024	Colombia	South America
PQ146450.1	2024	Colombia	South America
PQ146451.1	2024	Colombia	South America
PQ146452.1	2024	Colombia	South America
PQ146453.1	2024	Colombia	South America
PQ146454.1	2024	Colombia	South America
PQ146455.1	2024	Colombia	South America
PQ146456.1	2024	Colombia	South America
PQ146457.1	2024	Colombia	South America
PQ146458.1	2024	Colombia	South America
PQ146459.1	2024	Colombia	South America
PQ146460.1	2024	Colombia	South America
PQ146461.1	2024	Colombia	South America
PQ146462.1	2024	Colombia	South America
PQ146463.1	2024	Colombia	South America
PQ146464.1	2024	Colombia	South America
PQ146465.1	2024	Colombia	South America
PQ146466.1	2024	Colombia	South America
PQ146467.1	2024	Colombia	South America
PQ146468.1	2024	Colombia	South America
PQ146469.1	2024	Colombia	South America
PQ146470.1	2024	Colombia	South America
PQ146471.1	2024	Colombia	South America
PQ146472.1	2024	Colombia	South America
PQ146473.1	2024	Colombia	South America
PQ146474.1	2024	Colombia	South America
PQ146475.1	2024	Colombia	South America
PQ146476.1	2024	Colombia	South America
PQ146477.1	2024	Colombia	South America
PQ146478.1	2024	Colombia	South America
PQ146479.1	2024	Colombia	South America
PQ149809.1	2024-03-27	Brazil	South America
PQ149810.1	2024-03-27	Brazil	South America
PQ149811.1	2024-03-27	Brazil	South America
PQ149812.1	2024-05-10	Brazil	South America
PQ149813.1	2024-05-10	Brazil	South America
PQ149814.1	2024-05-10	Brazil	South America
PQ156583.1	2024-03-21	Brazil	South America
PQ156584.1	2024-03-20	Brazil	South America
PQ156585.1	2024-04-15	Brazil	South America
PQ156586.1	2024-05-07	Brazil	South America
PQ156587.1	2024-05-15	Brazil	South America
PQ156588.1	2024-05-10	Brazil	South America
PQ156589.1	2024-05-03	Brazil	South America
PQ156590.1	2024-05-03	Brazil	South America
PQ156591.1	2024-05-14	Brazil	South America
PQ156592.1	2024-05-14	Brazil	South America
PQ156593.1	2024-05-14	Brazil	South America
PQ156594.1	2024-04-08	Brazil	South America
PQ156595.1	2024-04-01	Brazil	South America
PQ156596.1	2024-04-02	Brazil	South America
PQ156597.1	2024-05-07	Brazil	South America
PQ156598.1	2024-03-21	Brazil	South America
PQ156599.1	2024-03-20	Brazil	South America
PQ156600.1	2024-04-15	Brazil	South America
PQ156601.1	2024-05-07	Brazil	South America
PQ156602.1	2024-05-15	Brazil	South America
PQ156603.1	2024-05-10	Brazil	South America
PQ156604.1	2024-05-03	Brazil	South America
PQ156605.1	2024-05-03	Brazil	South America
PQ156606.1	2024-05-14	Brazil	South America
PQ156607.1	2024-05-14	Brazil	South America
PQ156608.1	2024-05-14	Brazil	South America
PQ156609.1	2024-04-08	Brazil	South America
PQ156610.1	2024-04-01	Brazil	South America
PQ156611.1	2024-04-02	Brazil	South America
PQ156612.1	2024-05-07	Brazil	South America
PQ156613.1	2024-03-21	Brazil	South America
PQ156614.1	2024-03-20	Brazil	South America
PQ156615.1	2024-04-15	Brazil	South America
PQ156616.1	2024-05-07	Brazil	South America
PQ156617.1	2024-05-15	Brazil	South America
PQ156618.1	2024-05-10	Brazil	South America
PQ156619.1	2024-05-03	Brazil	South America
PQ156620.1	2024-05-03	Brazil	South America
PQ156621.1	2024-05-14	Brazil	South America
PQ156622.1	2024-05-14	Brazil	South America
PQ156623.1	2024-05-14	Brazil	South America
PQ156624.1	2024-04-08	Brazil	South America
PQ156625.1	2024-04-01	Brazil	South America
PQ156626.1	2024-04-02	Brazil	South America
PQ156627.1	2024-05-07	Brazil	South America
PQ168299.1	2024-03-01	Brazil	South America
PQ168300.1	2024-03-01	Brazil	South America
PQ168301.1	2024-02-26	Brazil	South America
PQ168302.1	2024-02-02	Brazil	South America
PQ168303.1	2024-02-29	Brazil	South America
PQ168304.1	2024-02-27	Brazil	South America
PQ168305.1	2024-04-11	Brazil	South America
PQ168306.1	2024-04-12	Brazil	South America
PQ168307.1	2024-04-17	Brazil	South America
PQ168308.1	2024-04-15	Brazil	South America
PQ168309.1	2024-04-18	Brazil	South America
PQ168310.1	2024-04-19	Brazil	South America
PQ168311.1	2024-04-16	Brazil	South America
PQ168312.1	2024-04-03	Brazil	South America
PQ168313.1	2024-04-12	Brazil	South America
PQ168314.1	2024-04-12	Brazil	South America
PQ168315.1	2024-04-16	Brazil	South America
PQ168316.1	2024-04-05	Brazil	South America
PQ168317.1	2024-04-15	Brazil	South America
PQ168318.1	2024-04-05	Brazil	South America
PQ168319.1	2024-04-15	Brazil	South America
PQ168320.1	2024-04-03	Brazil	South America
PQ168321.1	2024-04-03	Brazil	South America
PQ168322.1	2024-04-05	Brazil	South America
PQ168323.1	2024-04-15	Brazil	South America
PQ168324.1	2024-04-03	Brazil	South America
PQ168325.1	2024-04-08	Brazil	South America
PQ168326.1	2024-04-12	Brazil	South America
PQ168327.1	2024-04-02	Brazil	South America
PQ168328.1	2024-04-12	Brazil	South America
PQ168329.1	2024-04-05	Brazil	South America
PQ168330.1	2024-04-02	Brazil	South America
PQ168331.1	2024-04-08	Brazil	South America
PQ168332.1	2024-04-04	Brazil	South America
PQ168333.1	2024-04-04	Brazil	South America
PQ168334.1	2024-04-17	Brazil	South America
PQ168335.1	2024-04-12	Brazil	South America
PQ168336.1	2024-04-02	Brazil	South America
PQ168337.1	2024-04-03	Brazil	South America
PQ168338.1	2024-04-08	Brazil	South America
PQ168339.1	2024-04-03	Brazil	South America
PQ168340.1	2024-04-16	Brazil	South America
PQ168341.1	2024-04-12	Brazil	South America
PQ168342.1	2024-04-15	Brazil	South America
PQ168343.1	2024-04-15	Brazil	South America
PQ168344.1	2024-04-15	Brazil	South America
PQ168345.1	2024-04-15	Brazil	South America
PQ168346.1	2024-04-15	Brazil	South America
PQ168347.1	2024-04-15	Brazil	South America
PQ168348.1	2024-04-04	Brazil	South America
PQ168349.1	2024-04-08	Brazil	South America
PQ168350.1	2024-04-15	Brazil	South America
PQ168351.1	2024-04-16	Brazil	South America
PQ168352.1	2024-04-12	Brazil	South America
PQ168353.1	2024-04-12	Brazil	South America
PQ168354.1	2024-04-12	Brazil	South America
PQ168355.1	2024-04-12	Brazil	South America
PQ168356.1	2024-04-12	Brazil	South America
PQ168357.1	2024-04-02	Brazil	South America
PQ168358.1	2024-04-03	Brazil	South America
PQ168359.1	2024-04-02	Brazil	South America
PQ168360.1	2024-04-02	Brazil	South America
PQ168361.1	2024-04-01	Brazil	South America
PQ168362.1	2024-04-03	Brazil	South America
PQ168363.1	2024-04-05	Brazil	South America
PQ168364.1	2024-04-04	Brazil	South America
PQ168365.1	2024-04-08	Brazil	South America
PQ168366.1	2024-04-08	Brazil	South America
PQ168367.1	2024-04-08	Brazil	South America
PQ168368.1	2024-04-04	Brazil	South America
PQ168369.1	2024-04-10	Brazil	South America
PQ168370.1	2024-04-09	Brazil	South America
PQ168371.1	2024-04-08	Brazil	South America
PQ168372.1	2024-04-08	Brazil	South America
PQ168373.1	2024-04-08	Brazil	South America
PQ168374.1	2024-04-09	Brazil	South America
PQ168375.1	2024-04-08	Brazil	South America
PQ168376.1	2024-04-05	Brazil	South America
PQ168377.1	2024-04-08	Brazil	South America
PQ168378.1	2024-04-10	Brazil	South America
PQ168379.1	2024-04-05	Brazil	South America
PQ168380.1	2024-04-04	Brazil	South America
PQ168381.1	2024-05-06	Brazil	South America
PQ168382.1	2024-05-10	Brazil	South America
PQ168383.1	2024-05-08	Brazil	South America
PQ168384.1	2024-05-02	Brazil	South America
PQ168385.1	2024-05-07	Brazil	South America
PQ168386.1	2024-05-07	Brazil	South America
PQ168387.1	2024-05-10	Brazil	South America
